delta_1,delta_2,margin_1,margin_2,S_1,S_2,V_1,V_2,choice_frequency_gap,choice_value,frequency_gap_relation,value_relation,tie_frequency_gap,tie_value,strict_agreement,strict_rank_reversal,rank_reversal,selection_agreement,regime_1,regime_2,regime_pair,regret,cost_advantage,gain,p,learnability,training_cost,H,gamma
0.15350099,0.16050097,0.0035009900000000094,0.010500969999999998,0.076750495,0.080250485,0.08824950499999999,0.084749515,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.0034999899999999945,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.16400096,0.0035009900000000094,0.014000960000000007,0.076750495,0.08200048,0.08824950499999999,0.08299952,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.005249984999999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.16750094999999998,0.0035009900000000094,0.017500949999999987,0.076750495,0.08375047499999999,0.08824950499999999,0.081249525,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.006999979999999989,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.17100094,0.0035009900000000094,0.021000939999999996,0.076750495,0.08550047,0.08824950499999999,0.07949953,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.008749974999999993,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.17450093,0.0035009900000000094,0.024500930000000004,0.076750495,0.087250465,0.08824950499999999,0.077749535,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.010499969999999997,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.17800092,0.0035009900000000094,0.028000920000000012,0.076750495,0.08900046,0.08824950499999999,0.07599953999999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.012249965000000002,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.18150091,0.0035009900000000094,0.03150090999999999,0.076750495,0.090750455,0.08824950499999999,0.074249545,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.013999959999999992,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.1850009,0.0035009900000000094,0.0350009,0.076750495,0.09250045,0.08824950499999999,0.07249955,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.015749954999999996,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.18850089,0.0035009900000000094,0.03850089000000001,0.076750495,0.094250445,0.08824950499999999,0.07074955499999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.01749995,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.19200087999999998,0.0035009900000000094,0.04200087999999999,0.076750495,0.09600043999999999,0.08824950499999999,0.06899956,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.01924994499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.19550087,0.0035009900000000094,0.04550087,0.076750495,0.097750435,0.08824950499999999,0.067249565,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.020999939999999995,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.19900086,0.0035009900000000094,0.04900086000000001,0.076750495,0.09950043,0.08824950499999999,0.06549957,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.022749935,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.20250085,0.0035009900000000094,0.052500850000000016,0.076750495,0.101250425,0.08824950499999999,0.06374957499999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.024499930000000003,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.20600084,0.0035009900000000094,0.056000839999999996,0.076750495,0.10300042,0.08824950499999999,0.06199958,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.026249924999999993,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.20950083,0.0035009900000000094,0.059500830000000005,0.076750495,0.104750415,0.08824950499999999,0.060249584999999994,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.027999919999999998,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.21300081999999998,0.0035009900000000094,0.06300081999999999,0.076750495,0.10650040999999999,0.08824950499999999,0.058499590000000004,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.029749914999999988,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.21650081,0.0035009900000000094,0.06650081,0.076750495,0.108250405,0.08824950499999999,0.056749595,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.03149990999999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.2200008,0.0035009900000000094,0.0700008,0.076750495,0.1100004,0.08824950499999999,0.054999599999999996,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.033249904999999996,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.22350079,0.0035009900000000094,0.07350079000000001,0.076750495,0.111750395,0.08824950499999999,0.05324960499999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.0349999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.22700078,0.0035009900000000094,0.07700078000000002,0.076750495,0.11350039,0.08824950499999999,0.05149960999999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.036749895000000005,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.23050077,0.0035009900000000094,0.08050077,0.076750495,0.115250385,0.08824950499999999,0.049749615,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.038499889999999995,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.23400076,0.0035009900000000094,0.08400076000000001,0.076750495,0.11700038,0.08824950499999999,0.04799961999999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.040249885,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.23750074999999998,0.0035009900000000094,0.08750074999999999,0.076750495,0.11875037499999999,0.08824950499999999,0.046249625,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.04199987999999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.24100074,0.0035009900000000094,0.09100074,0.076750495,0.12050037,0.08824950499999999,0.04449963,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.043749874999999994,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.24450073,0.0035009900000000094,0.09450073,0.076750495,0.122250365,0.08824950499999999,0.042749634999999994,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.04549987,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.24800072,0.0035009900000000094,0.09800072000000001,0.076750495,0.12400036,0.08824950499999999,0.04099963999999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.047249865,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.25150071,0.0035009900000000094,0.10150071000000002,0.076750495,0.125750355,0.08824950499999999,0.039249644999999986,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.048999860000000006,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.25500069999999997,0.0035009900000000094,0.10500069999999997,0.076750495,0.12750034999999998,0.08824950499999999,0.03749965000000001,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.05074985499999998,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.25850069,0.0035009900000000094,0.10850068999999998,0.076750495,0.129250345,0.08824950499999999,0.035749655000000005,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.05249984999999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.26200068,0.0035009900000000094,0.11200067999999999,0.076750495,0.13100034,0.08824950499999999,0.03399966,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.05424984499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.26550067,0.0035009900000000094,0.11550067,0.076750495,0.132750335,0.08824950499999999,0.032249665,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.055999839999999995,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.26900066,0.0035009900000000094,0.11900066000000001,0.076750495,0.13450033,0.08824950499999999,0.030499669999999993,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.057749835,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.27250065,0.0035009900000000094,0.12250065000000002,0.076750495,0.136250325,0.08824950499999999,0.02874967499999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.059499830000000004,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.27600064,0.0035009900000000094,0.12600064000000002,0.076750495,0.13800032,0.08824950499999999,0.026999679999999984,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.06124982500000001,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.27950063,0.0035009900000000094,0.12950063000000003,0.076750495,0.139750315,0.08824950499999999,0.02524968499999998,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.06299982000000001,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.28300062000000004,0.0035009900000000094,0.13300062000000004,0.076750495,0.14150031000000002,0.08824950499999999,0.023499689999999976,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.06474981500000002,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.28650061,0.0035009900000000094,0.13650061,0.076750495,0.143250305,0.08824950499999999,0.021749695,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.06649980999999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.2900006,0.0035009900000000094,0.1400006,0.076750495,0.1450003,0.08824950499999999,0.019999699999999995,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.068249805,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.29350059,0.0035009900000000094,0.14350059,0.076750495,0.146750295,0.08824950499999999,0.01824970499999999,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.0699998,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.29700058,0.0035009900000000094,0.14700058000000002,0.076750495,0.14850029,0.08824950499999999,0.016499709999999987,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.071749795,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.30050056999999997,0.0035009900000000094,0.15050056999999997,0.076750495,0.15025028499999998,0.08824950499999999,0.01474971500000001,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.07349978999999998,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.30400056,0.0035009900000000094,0.15400055999999998,0.076750495,0.15200028,0.08824950499999999,0.012999720000000006,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.07524978499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.30750055,0.0035009900000000094,0.15750055,0.076750495,0.153750275,0.08824950499999999,0.011249725000000002,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.07699977999999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.31100054,0.0035009900000000094,0.16100054,0.076750495,0.15550027,0.08824950499999999,0.009499729999999998,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.078749775,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.31450053,0.0035009900000000094,0.16450053,0.076750495,0.157250265,0.08824950499999999,0.007749734999999994,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.08049977,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.31800052,0.0035009900000000094,0.16800052000000001,0.076750495,0.15900026,0.08824950499999999,0.0059997399999999895,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.082249765,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.32150051,0.0035009900000000094,0.17150051000000002,0.076750495,0.160750255,0.08824950499999999,0.004249744999999985,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.08399976,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.3250005,0.0035009900000000094,0.17500050000000003,0.076750495,0.16250025,0.08824950499999999,0.002499749999999981,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.08574975500000001,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.32850049000000003,0.0035009900000000094,0.17850049000000004,0.076750495,0.16425024500000002,0.08824950499999999,0.000749754999999977,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,switchable,both_switchable,0.08749975000000002,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.33200048000000004,0.0035009900000000094,0.18200048000000005,0.076750495,0.16600024000000002,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.33550047,0.0035009900000000094,0.18550047,0.076750495,0.167750235,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.33900046,0.0035009900000000094,0.18900046,0.076750495,0.16950023,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.34250045,0.0035009900000000094,0.19250045000000002,0.076750495,0.171250225,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.34600043999999996,0.0035009900000000094,0.19600043999999997,0.076750495,0.17300021999999998,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.34950043,0.0035009900000000094,0.19950042999999998,0.076750495,0.174750215,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.35300042,0.0035009900000000094,0.20300042,0.076750495,0.17650021,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.35650041,0.0035009900000000094,0.20650041,0.076750495,0.178250205,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.3600004,0.0035009900000000094,0.2100004,0.076750495,0.1800002,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.36350039,0.0035009900000000094,0.21350039,0.076750495,0.181750195,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.36700038,0.0035009900000000094,0.21700038000000002,0.076750495,0.18350019,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.37050037,0.0035009900000000094,0.22050037000000003,0.076750495,0.185250185,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.37400036000000003,0.0035009900000000094,0.22400036000000004,0.076750495,0.18700018000000002,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.37750035000000004,0.0035009900000000094,0.22750035000000005,0.076750495,0.18875017500000002,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.38100034,0.0035009900000000094,0.23100034,0.076750495,0.19050017,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.38450033,0.0035009900000000094,0.23450033,0.076750495,0.192250165,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.38800032,0.0035009900000000094,0.23800032000000002,0.076750495,0.19400016,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.39150031,0.0035009900000000094,0.24150031000000002,0.076750495,0.195750155,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.39500029999999997,0.0035009900000000094,0.24500029999999998,0.076750495,0.19750014999999999,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.39850029,0.0035009900000000094,0.24850028999999998,0.076750495,0.199250145,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.40200028,0.0035009900000000094,0.25200027999999997,0.076750495,0.20100014,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.40550027,0.0035009900000000094,0.25550027,0.076750495,0.202750135,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.40900026,0.0035009900000000094,0.25900026,0.076750495,0.20450013,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.41250025,0.0035009900000000094,0.26250025,0.076750495,0.206250125,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.41600024,0.0035009900000000094,0.26600024,0.076750495,0.20800012,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.41950023000000003,0.0035009900000000094,0.26950023,0.076750495,0.20975011500000001,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.42300022,0.0035009900000000094,0.27300022,0.076750495,0.21150011,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.42650021,0.0035009900000000094,0.27650021,0.076750495,0.213250105,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.4300002,0.0035009900000000094,0.28000020000000003,0.076750495,0.2150001,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.43350019,0.0035009900000000094,0.28350019000000004,0.076750495,0.216750095,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.43700018,0.0035009900000000094,0.28700018000000005,0.076750495,0.21850009,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.44050017,0.0035009900000000094,0.29050017000000006,0.076750495,0.220250085,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
0.15350099,0.44400016000000003,0.0035009900000000094,0.29400016000000007,0.076750495,0.22200008000000002,0.08824950499999999,0.0,2,1,region_2_higher,region_1_higher,0,0,0,1,1,0,switchable,non_switchable,one_switchable,0.08824950499999999,0.15,0.18,0.5,1.0,0.0,1,1.0
